,City,Cloudiness,Country,Date,Humidity,Lat,Longitude,Max Temp,Wind Speed
358,Omboué,92,GA,1612461683,85,-1.5746,9.2618,80.19,5.12
359,Dickinson,90,US,1612461683,64,29.4608,-95.0513,73.99,13.8
360,Liverpool,75,GB,1612461587,93,53.4106,-2.9779,44.6,10.36
361,Esperance,90,AU,1612461683,76,-33.8667,121.9,55.4,5.75
362,Tulun,100,RU,1612461442,95,54.5611,100.5792,11.1,6.13
363,Bambanglipuro,100,ID,1612461683,88,-7.95,110.2833,76.91,2.95
364,Ketchikan,90,US,1612461634,100,55.3422,-131.6461,41.0,4.61
365,Tayga,75,RU,1612461683,85,56.06,85.6197,12.2,6.71
366,Koronowo,0,PL,1612461530,93,53.3137,17.937,30.99,2.3
367,Capesterre-Belle-Eau,40,GP,1612461684,65,16.0432,-61.566,84.2,18.41
368,Mazzarino,0,IT,1612461684,88,37.3043,14.2141,57.2,2.3
369,Gandu,81,BR,1612461684,88,-13.7439,-39.4867,79.07,4.5
370,Lola,45,GN,1612461684,33,7.8,-8.5333,89.71,1.39
371,Antofagasta,20,CL,1612461684,68,-23.65,-70.4,73.0,14.97
372,Lucea,20,JM,1612461426,69,18.451,-78.1736,82.0,21.85
373,Saldanha,0,ZA,1612461685,64,-33.0117,17.9442,71.6,17.27
374,Abū Zabad,97,SD,1612461685,20,12.35,29.25,74.37,13.67
375,Kerrville,1,US,1612461685,64,30.0474,-99.1403,75.99,4.61
376,Svecha,100,RU,1612461685,98,58.2785,47.5164,29.01,9.24
377,Zhigansk,0,RU,1612461685,73,66.7697,123.3711,-42.75,11.81
378,Walvis Bay,90,NA,1612461433,77,-22.9575,14.5053,66.0,10.36
379,Catuday,8,PH,1612461686,76,16.2923,119.8062,75.74,10.56
380,Camacha,40,PT,1612461686,67,33.0833,-16.3333,57.2,14.97
381,Shenzhen,1,CN,1612461686,90,22.5455,114.0683,66.99,7.65
382,Likasi,82,CD,1612461686,92,-10.9814,26.7333,66.49,2.21
383,Paka,83,MY,1612461686,94,4.6374,103.4368,75.2,3.44
384,Pringsewu,98,ID,1612461686,94,-5.3582,104.9744,73.72,5.1
385,Staritsa,100,RU,1612461687,95,56.5075,34.9354,15.13,8.7
386,Kumluca,0,TR,1612461687,47,36.3703,30.2869,62.15,5.99
387,Ulaangom,86,MN,1612461687,87,49.9811,92.0667,-13.14,0.63
388,Saint-Pierre,75,RE,1612461687,65,-21.3393,55.4781,82.4,6.91
389,Kobryn,86,BY,1612461687,96,52.2138,24.3564,19.0,10.18
390,Dolores,0,AR,1612461687,24,-36.3132,-57.6792,85.66,15.01
391,Petropavlovsk-Kamchatskiy,100,RU,1612461688,61,53.0452,158.6483,8.6,4.47
392,Todos Santos,99,MX,1612461688,70,23.45,-110.2167,71.01,4.0
393,Seoul,20,KR,1612461521,73,37.5683,126.9778,24.8,9.22
394,Ḩasanābād,0,IR,1612461688,46,36.5465,61.0543,48.2,3.85
395,Birobidzhan,7,RU,1612461688,83,48.8,132.95,-12.73,7.02
396,Wanaka,28,NZ,1612461688,78,-44.7,169.15,50.36,0.02
397,Dalvik,20,IS,1612461688,74,65.9702,-18.5286,24.8,4.61
398,Bismarck,75,US,1612461510,61,46.8083,-100.7837,10.4,14.97
399,Guerrero Negro,74,MX,1612461452,58,27.9769,-114.0611,65.8,16.28
400,Cooma,90,AU,1612461623,88,-36.2333,149.1333,60.8,13.8
401,Praia da Vitória,75,PT,1612461689,87,38.7333,-27.0667,55.0,27.11
402,Sabang,5,ID,1612461689,74,5.8933,95.3214,81.5,17.98
403,Te Anau,1,NZ,1612461689,88,-45.4167,167.7167,48.11,0.96
404,San Joaquin,1,US,1612461689,53,37.9333,-121.3011,50.0,6.91
405,Yulara,90,AU,1612461690,68,-25.2406,130.9889,69.8,14.97
406,Ouadda,49,CF,1612461690,24,8.0777,22.4007,80.83,5.06
407,Saint George,0,US,1612461392,35,37.1041,-113.5841,50.0,3.94
408,Leer,55,SS,1612461690,16,8.3018,30.1418,89.11,5.35
409,Kieta,100,PG,1612461690,75,-6.2167,155.6333,79.12,4.47
410,Semey,100,KZ,1612461690,98,50.4111,80.2275,27.41,4.41
411,Jiujiang,100,CN,1612461690,89,29.7333,115.9833,50.83,5.99
412,Departamento de Canelones,20,UY,1612461691,57,-34.6444,-56.2886,77.0,17.27
413,Mackay,40,AU,1612461691,83,-21.15,149.2,78.8,9.22
414,Conceição do Araguaia,61,BR,1612461691,53,-8.2578,-49.2647,90.75,2.42
415,Prince Rupert,90,CA,1612461691,100,54.3161,-130.3201,41.0,8.05
416,Yermakovskoye,100,RU,1612461691,91,53.2831,92.4003,12.76,0.74
417,Banda Aceh,23,ID,1612461506,81,5.5577,95.3222,77.47,11.34
418,Alihe,100,CN,1612461691,89,50.5667,123.7167,-6.65,1.25
419,São Desidério,58,BR,1612461691,45,-12.3633,-44.9733,89.06,3.83
420,Fernández,0,AR,1612461692,31,-27.9204,-63.8935,86.61,5.5
421,Ponta Delgada,40,PT,1612461692,72,37.7333,-25.6667,57.2,26.46
422,Inuvik,24,CA,1612461692,74,68.3499,-133.7218,-34.6,2.3
423,Aykhal,96,RU,1612461692,82,66.0,111.5,-31.45,4.47
424,Wanning,92,CN,1612461692,78,18.8003,110.3967,69.26,4.29
425,Mount Isa,45,AU,1612461692,58,-20.7333,139.5,84.2,8.05
426,Santiago de Cao,40,PE,1612461668,83,-7.9589,-79.2392,71.6,9.22
427,Northam,61,GB,1612461693,93,51.0333,-4.2167,48.0,4.0
428,Butiá,43,BR,1612461693,53,-30.1197,-51.9622,80.73,12.41
429,Verāval,0,IN,1612461693,49,20.9,70.3667,69.93,12.41
430,Karak,75,JO,1612461693,93,31.1667,35.75,48.2,6.91
431,Rajaori,99,IN,1612461693,57,33.3833,74.3,46.09,3.78
432,Itarema,68,BR,1612461693,58,-2.9248,-39.9167,86.18,16.78
433,Ilulissat,1,GL,1612461694,32,69.2167,-51.1,-0.4,11.5
434,Port Hedland,75,AU,1612461694,88,-20.3167,118.5667,77.0,18.41
435,Luohe,97,CN,1612461694,69,33.5717,114.0353,43.88,5.32
436,Anadyr,75,RU,1612461694,65,64.75,177.4833,-0.4,11.18
437,Paraíso,40,CR,1612461694,64,9.8383,-83.8656,80.6,18.41
438,Burgeo,86,CA,1612461695,91,47.6167,-57.6152,40.89,4.68
439,Saint-Michel-des-Saints,12,CA,1612461695,8,46.6834,-73.9159,30.99,1.01
440,Zyryanka,100,RU,1612461695,88,65.75,150.85,-15.0,20.65
441,Naze,37,JP,1612461695,69,28.3667,129.4833,55.35,4.74
442,Siyabuswa,84,ZA,1612461695,82,-25.1132,29.0445,72.23,12.19
443,Virginia Beach,20,US,1612461409,21,36.8529,-75.978,48.99,11.5
444,Guiglo,50,CI,1612461696,40,6.5456,-7.4966,90.54,3.0
445,Zacualpan,1,MX,1612461696,56,21.25,-105.1667,69.8,7.49
446,Kidal,7,ML,1612461696,15,18.4411,1.4078,77.29,9.44
447,Zhicheng,100,CN,1612461696,91,30.2956,111.5047,44.01,7.61
448,Santa Rosa,20,PH,1612461696,73,14.3122,121.1114,78.8,2.3
449,Katsuura,20,JP,1612461696,48,35.1333,140.3,39.2,8.05
450,Daru,100,PG,1612461696,87,-9.0763,143.2092,78.66,10.63
451,Sept-Îles,98,CA,1612461543,74,50.2001,-66.3821,33.01,4.61
452,Nouadhibou,20,MR,1612461697,68,20.931,-17.0347,69.8,18.41
453,Carutapera,41,BR,1612461697,60,-1.195,-46.02,87.31,11.07
454,Beyneu,99,KZ,1612461697,63,45.3167,55.2,46.15,9.57
455,Vershino-Darasunskiy,76,RU,1612461697,93,52.35,115.5167,-8.16,3.22
456,Ferrol,75,ES,1612461445,100,43.4832,-8.2369,51.01,8.05
457,Waddān,22,LY,1612461698,88,29.1614,16.139,57.0,2.35
458,Urengoy,79,RU,1612461698,88,65.9667,78.3667,-18.74,6.67
459,Orlik,80,RU,1612461698,87,52.5178,99.825,7.21,5.88
460,Mehamn,75,NO,1612461698,74,71.0357,27.8492,30.2,21.85
461,Chenôve,100,FR,1612461698,93,47.2932,5.0046,46.4,1.88
462,Zemio,81,CF,1612461699,30,5.0314,25.1361,85.3,3.67
463,Troitsko-Pechorsk,100,RU,1612461699,96,62.7084,56.1964,11.77,6.08
464,Batemans Bay,40,AU,1612461608,94,-35.7167,150.1833,63.0,5.37
465,Yanam,0,IN,1612461699,44,16.7333,82.2167,77.0,1.01
466,Kedrovyy,20,RU,1612461699,79,56.1667,91.8167,12.2,11.18
467,Flin Flon,75,CA,1612461699,77,54.7682,-101.865,-5.8,9.22
468,El Salto,0,MX,1612461699,14,20.3333,-104.5,85.39,2.77
469,Mozelos,75,PT,1612461699,93,41.8677,-8.3978,52.0,8.05
470,Cap Malheureux,0,MU,1612461700,75,-19.9842,57.6142,80.01,5.99
471,Hambantota,100,LK,1612461700,72,6.1241,81.1185,77.02,19.46
472,Nerchinskiy Zavod,99,RU,1612461700,90,51.3088,119.61,-12.44,0.4
473,Abnūb,52,EG,1612461700,63,27.2696,31.1511,60.8,28.77
474,Iquitos,75,PE,1612461655,94,-3.7481,-73.2472,75.2,4.61
475,Nara,1,JP,1612461658,54,34.6851,135.8049,39.0,2.04
476,Savannah Bight,40,HN,1612461700,65,16.45,-85.85,78.8,3.44
477,Klaksvík,20,FO,1612461701,64,62.2266,-6.589,33.8,18.41
478,Inhambane,40,MZ,1612461701,79,-23.865,35.3833,86.0,8.05
479,Lubango,37,AO,1612461701,60,-14.9172,13.4925,64.78,5.35
480,Pacific Grove,1,US,1612461581,76,36.6177,-121.9166,54.0,5.75
481,Popondetta,67,PG,1612461701,93,-8.7537,148.2534,73.92,2.89
482,Maralal,3,KE,1612461701,59,1.0968,36.698,62.76,7.54
483,Kavaratti,69,IN,1612461702,68,10.5669,72.642,81.77,8.19
484,Buraidah,40,SA,1612461702,33,26.326,43.975,73.4,10.36
485,Laas,0,IT,1612461702,64,46.6166,10.7002,42.01,2.26
486,Khilok,72,RU,1612461702,91,51.3674,110.4676,11.19,7.78
487,Lamu,40,KE,1612461702,83,-2.2717,40.902,78.8,11.5
488,Huaicheng,75,CN,1612461702,56,23.9051,112.1931,64.06,2.26
489,Iskateley,68,RU,1612461702,89,67.6803,53.1512,-14.39,9.51
490,Whitianga,91,NZ,1612461703,87,-36.8333,175.7,66.99,3.0
491,Abu Dhabi,0,AE,1612461551,68,24.4667,54.3667,69.8,5.75
492,Sibolga,100,ID,1612461703,85,1.7427,98.7792,77.07,2.73
493,Dehlorān,100,IR,1612461703,27,32.6941,47.2679,67.24,4.79
494,Tabuk,89,PH,1612461703,85,17.4189,121.4443,67.89,5.21
495,Oddur,0,SO,1612461703,30,4.1213,43.8894,77.88,9.37
496,Borisoglebskiy,40,RU,1612461703,79,57.2586,39.1508,17.6,4.47
497,Tilichiki,64,RU,1612461703,93,60.4667,166.1,-3.41,12.37
498,Green River,20,US,1612461686,63,41.5286,-109.4662,23.0,29.93
499,Amahai,100,ID,1612461704,83,-3.3333,128.9167,77.88,3.74
500,Isiro,48,CD,1612461704,53,2.7739,27.616,76.42,2.37
501,Manono,53,CD,1612461704,89,-7.3,27.4167,73.36,1.59
502,Whithorn,20,JM,1612461704,69,18.2604,-78.0378,82.0,21.85
503,Grand-Lahou,10,CI,1612461704,79,5.1367,-5.0242,81.36,10.47
504,Maryville,90,US,1612461494,69,35.7565,-83.9705,33.8,3.38
505,Jatai,77,BR,1612461705,56,-17.8814,-51.7144,86.14,4.54
506,Half Moon Bay,1,US,1612461705,50,37.4636,-122.4286,54.0,5.75
507,Kuusamo,0,FI,1612461705,85,65.9667,29.1833,6.8,10.36
508,Khāsh,0,IR,1612461488,46,28.2211,61.2158,44.22,4.34
509,Hirado,0,JP,1612461705,70,33.3597,129.5531,42.01,5.01
510,Vila,99,PT,1612461705,86,42.0304,-8.1588,48.99,0.72
511,Preobrazheniye,0,RU,1612461705,80,42.9019,133.9064,2.23,8.72
512,Kandrian,99,PG,1612461706,88,-6.2167,149.55,78.1,7.99
513,San Carlos,50,VE,1612461583,39,9.6612,-68.5827,94.19,6.04
514,Campos Novos,100,BR,1612461622,96,-27.4017,-51.225,61.95,5.17
515,Papetoai,20,PF,1612461706,74,-17.4961,-149.8729,80.6,2.3
516,Alanya,0,TR,1612461706,88,36.5438,31.9998,57.2,4.61
517,Kailua,75,US,1612461435,83,21.4022,-157.7394,69.8,5.75
518,Taguatinga,24,BR,1612461706,56,-12.3857,-46.5711,87.91,2.37
519,Mărgău,0,RO,1612461707,66,46.75,22.9667,48.2,13.8
520,Sādri,0,IN,1612461707,31,25.1833,73.4333,59.77,3.58
521,Myitkyina,1,MM,1612461707,53,25.3833,97.4,58.28,2.64
522,Chanute,75,US,1612461635,70,37.6792,-95.4572,37.4,24.16
523,Pemangkat,99,ID,1612461707,90,1.1667,108.9667,76.32,7.2
524,Letlhakane,34,BW,1612461707,63,-21.4167,25.5833,77.7,3.62
525,Mezen',100,RU,1612461708,91,65.8522,44.24,-1.55,12.01
526,Bathsheba,40,BB,1612461708,58,13.2167,-59.5167,84.2,20.71
527,Necochea,0,AR,1612461631,49,-38.5473,-58.7368,77.0,14.97
528,Sterling,20,US,1612461708,26,39.0062,-77.4286,43.0,4.61
529,Sinnamary,95,GF,1612461708,74,5.3833,-52.95,79.88,14.88
530,Fagersta,20,SE,1612461708,85,60.0042,15.7932,12.0,9.22
531,Bangassou,76,CF,1612461708,45,4.7413,22.8184,84.24,6.64
532,Kaili,100,ID,1612461709,94,-3.4626,120.2147,67.69,1.88
533,Inírida,96,CO,1612461709,69,3.8653,-67.9239,86.58,0.36
534,Yārāda,1,IN,1612461709,82,17.65,83.2667,66.2,2.3
535,‘Ewa Beach,1,US,1612461709,94,21.3156,-158.0072,62.6,3.44
536,Lethem,46,GY,1612461709,55,3.3803,-59.7968,88.05,11.77
537,Bucak,0,TR,1612461709,71,37.4592,30.595,62.01,5.75
538,Augsburg,0,DE,1612461690,76,48.3667,10.8833,45.0,4.61
539,Sambava,88,MG,1612461710,85,-14.2667,50.1667,78.73,5.41
540,Deer Lake,75,CA,1612461685,93,49.1667,-57.4316,42.8,3.44
541,Swan River,100,CA,1612461710,66,52.1058,-101.2676,5.0,9.22
542,Tessalit,8,ML,1612461710,14,20.1986,1.0114,78.12,10.69
543,Ipilan,91,PH,1612461710,82,8.8431,117.9033,77.88,4.83
544,Chodavaram,17,IN,1612461710,82,17.8333,82.95,66.2,2.3
545,Seshcha,100,RU,1612461710,98,53.7361,33.3387,23.29,17.78
546,Fonte Boa,77,BR,1612461711,55,-2.4959,-66.2662,90.59,4.72
547,Storm Lake,90,US,1612461711,100,42.6411,-95.2097,17.6,31.07
548,Dwārka,0,IN,1612461711,71,22.2394,68.9678,69.87,12.64
549,Nome,90,US,1612461473,55,64.5011,-165.4064,-2.2,10.36
550,Iqaluit,90,CA,1612461711,85,63.7506,-68.5145,10.4,21.85
551,Iznoski,100,RU,1612461712,97,54.9881,35.3108,20.12,11.5
552,Geraldton,98,AU,1612461660,31,-28.7667,114.6,77.0,17.27
553,Mangit,54,UZ,1612461712,41,40.5971,70.9607,39.2,6.91
554,Qasigiannguit,1,GL,1612461712,32,68.8193,-51.1922,-0.4,11.5
555,Pandamatenga,13,BW,1612461712,92,-18.5278,25.627,69.58,6.29
556,Lumberton,1,US,1612461712,27,34.6182,-79.0086,50.0,6.91
557,Indianola,100,US,1612461712,90,41.3581,-93.5574,24.01,20.67
558,Alekseyevka,100,RU,1612461713,96,50.6309,38.6903,39.76,11.05
559,Lábrea,84,BR,1612461713,51,-7.2586,-64.7981,93.72,2.28
560,Creel,0,MX,1612461713,38,27.75,-107.6333,58.77,17.96
561,Pahrump,0,US,1612461713,32,36.2083,-115.9839,51.01,7.99
562,Martapura,75,ID,1612461713,100,-3.4167,114.85,73.4,10.36
563,Marilândia,76,BR,1612461713,48,-19.4128,-40.5417,88.77,4.29
564,Warwick,40,US,1612461553,56,41.7001,-71.4162,41.0,17.27
565,Stornoway,75,GB,1612461714,87,58.2093,-6.3865,37.4,21.85
566,Jvari,90,GE,1612461714,70,42.7169,42.052,44.6,5.75
567,Kitimat,100,CA,1612461484,96,54.0524,-128.6534,35.01,2.68
568,Nueva Helvecia,18,UY,1612461714,56,-34.3,-57.2333,75.0,1.01
